event_time,Timestamp,UserID,SessionID,EventType,ProductID,Amount,Outcome
0 days 00:39:39.300000,39:39.3,112,3,page_view,,,
0 days 00:13:37.300000,13:37.3,112,3,click,,,
0 days 00:13:32.700000,13:32.7,112,3,logout,,,
0 days 00:19:34.100000,19:34.1,112,4,purchase,prod_4031,386.2024513024288,purchase
0 days 00:26:16.200000,26:16.2,112,4,page_view,,,
0 days 00:15:12.500000,15:12.5,112,4,login,,,
0 days 00:01:41,01:41.0,112,4,logout,,,
0 days 00:31:26.100000,31:26.1,112,4,logout,,,
0 days 00:14:39,14:39.0,112,4,login,,,
0 days 00:56:05.300000,56:05.3,112,5,logout,,,
0 days 00:10:05.200000,10:05.2,112,5,login,,,
0 days 00:53:06.100000,53:06.1,112,5,logout,,,
0 days 00:58:20.900000,58:20.9,112,5,logout,,,
0 days 00:52:01.200000,52:01.2,112,5,click,,,
0 days 00:40:28.700000,40:28.7,112,5,page_view,,,
0 days 00:36:50.900000,36:50.9,112,5,purchase,prod_5499,81.59061553,purchase
0 days 00:17:49.900000,17:49.9,112,6,login,,,
0 days 00:52:27.200000,52:27.2,112,6,purchase,prod_4260,96.86852048914903,purchase
0 days 00:23:19.200000,23:19.2,112,6,add_to_cart,prod_6170,,
0 days 00:15:10.100000,15:10.1,112,6,product_view,prod_7218,,
0 days 00:42:48.200000,42:48.2,112,6,page_view,,,
0 days 00:38:46.200000,38:46.2,112,6,login,,,
0 days 00:47:23.400000,47:23.4,112,6,page_view,,,
0 days 00:56:10.800000,56:10.8,112,6,click,,,
0 days 00:57:41.600000,57:41.6,112,7,add_to_cart,prod_3653,,
0 days 00:11:37.800000,11:37.8,112,7,product_view,prod_8626,,
0 days 00:59:22.400000,59:22.4,112,7,purchase,prod_1777,245.88301337944037,purchase
0 days 00:29:50.100000,29:50.1,112,7,click,,,
0 days 00:06:34.500000,06:34.5,112,7,login,,,
0 days 00:52:31.900000,52:31.9,112,7,product_view,prod_4867,,
0 days 00:01:34.200000,01:34.2,112,7,click,,,
0 days 00:09:38.200000,09:38.2,112,7,page_view,,,
0 days 00:34:53.700000,34:53.7,112,8,click,,,
0 days 00:55:07.100000,55:07.1,112,8,purchase,prod_4153,77.64204432203736,purchase
0 days 00:51:25.700000,51:25.7,112,8,logout,,,
0 days 00:13:24.500000,13:24.5,112,8,product_view,prod_8799,,
0 days 00:57:19.300000,57:19.3,112,8,login,,,
0 days 00:54:27.200000,54:27.2,112,8,product_view,prod_8659,,
0 days 00:34:16.800000,34:16.8,112,9,click,,,
0 days 00:42:56.400000,42:56.4,112,9,purchase,prod_6774,429.78934141723016,purchase
0 days 00:26:49.500000,26:49.5,112,9,add_to_cart,prod_8787,,
0 days 00:56:23.100000,56:23.1,112,9,click,,,
0 days 00:00:46.600000,00:46.6,112,9,page_view,,,
0 days 00:25:56.400000,25:56.4,112,9,page_view,,,
0 days 00:37:44.800000,37:44.8,112,9,add_to_cart,prod_1654,,
0 days 00:25:27.600000,25:27.6,112,9,add_to_cart,prod_8929,,
0 days 00:54:13.100000,54:13.1,112,9,click,,,
0 days 00:04:03.200000,04:03.2,112,9,login,,,
0 days 00:08:11,08:11.0,112,10,logout,,,
0 days 00:25:31.200000,25:31.2,112,10,click,,,
0 days 00:29:40.400000,29:40.4,112,10,click,,,
0 days 00:28:22.300000,28:22.3,112,10,click,,,
0 days 00:18:19.600000,18:19.6,112,10,page_view,,,
0 days 00:19:47.900000,19:47.9,112,10,product_view,prod_8280,,
0 days 00:10:28.300000,10:28.3,112,10,purchase,prod_6691,186.95230144670768,purchase
0 days 00:31:33,31:33.0,112,10,product_view,prod_2725,,
0 days 00:18:21.200000,18:21.2,112,10,login,,,
0 days 00:10:03.100000,10:03.1,113,1,logout,,,
0 days 00:49:49.900000,49:49.9,113,1,click,,,
0 days 00:34:10.700000,34:10.7,113,1,product_view,prod_5036,,
0 days 00:53:50.400000,53:50.4,113,1,page_view,,,
0 days 00:02:37,02:37.0,113,1,purchase,prod_7507,265.2437519480879,purchase
0 days 00:11:29.600000,11:29.6,113,1,purchase,prod_6916,293.35990303726766,purchase
0 days 00:12:50,12:50.0,113,1,add_to_cart,prod_2925,,
0 days 00:49:45.100000,49:45.1,113,1,product_view,prod_3131,,
0 days 00:30:27.600000,30:27.6,113,2,product_view,prod_5924,,
0 days 00:45:48.700000,45:48.7,113,2,add_to_cart,prod_8770,,
0 days 00:39:38.700000,39:38.7,113,2,add_to_cart,prod_1023,,
0 days 00:33:25.600000,33:25.6,113,2,page_view,,,
0 days 00:44:52.500000,44:52.5,113,2,page_view,,,
0 days 00:56:48.300000,56:48.3,113,2,purchase,prod_8673,166.8956303286212,purchase
0 days 00:06:00.900000,06:00.9,113,2,add_to_cart,prod_9388,,
0 days 00:27:23.200000,27:23.2,113,2,product_view,prod_7178,,
0 days 00:44:29.600000,44:29.6,113,2,logout,,,
0 days 00:37:16.100000,37:16.1,113,2,product_view,prod_3721,,
0 days 00:08:59.400000,08:59.4,113,3,login,,,
0 days 00:17:08.700000,17:08.7,113,3,logout,,,
0 days 00:50:03.200000,50:03.2,113,3,logout,,,
0 days 00:46:52.600000,46:52.6,113,3,purchase,prod_1556,119.75159550433528,purchase
0 days 00:17:36.800000,17:36.8,113,3,login,,,
0 days 00:23:29,23:29.0,113,3,click,,,
0 days 00:35:14.200000,35:14.2,113,3,page_view,,,
0 days 00:18:36.500000,18:36.5,113,3,logout,,,
0 days 00:38:47.200000,38:47.2,113,4,page_view,,,
0 days 00:43:02.400000,43:02.4,113,4,page_view,,,
0 days 00:34:38.400000,34:38.4,113,4,add_to_cart,prod_9517,,
0 days 00:12:24.800000,12:24.8,113,4,click,,,
0 days 00:45:35.400000,45:35.4,113,4,purchase,prod_3351,326.27801312838443,purchase
0 days 00:42:33.700000,42:33.7,113,4,purchase,prod_4701,376.4577405449732,purchase
0 days 00:42:04.600000,42:04.6,113,4,product_view,prod_1389,,
0 days 00:06:35.100000,06:35.1,113,4,login,,,
0 days 00:40:06.100000,40:06.1,113,4,logout,,,
0 days 00:28:19.700000,28:19.7,113,5,logout,,,
0 days 00:50:12,50:12.0,113,5,add_to_cart,prod_8052,,
0 days 00:16:02.200000,16:02.2,113,5,purchase,prod_3778,101.5289403847694,purchase
0 days 00:50:52.400000,50:52.4,113,5,page_view,,,
0 days 00:22:54.500000,22:54.5,113,5,product_view,prod_4142,,
0 days 00:18:29.600000,18:29.6,113,5,click,,,
0 days 00:57:21.600000,57:21.6,113,5,click,,,
0 days 00:50:44,50:44.0,113,5,add_to_cart,prod_6476,,
0 days 00:39:54.300000,39:54.3,113,5,page_view,,,
0 days 00:33:07,33:07.0,113,5,purchase,prod_5829,180.34709640639736,purchase
0 days 00:44:59.100000,44:59.1,113,6,product_view,prod_1593,,
0 days 00:29:15.200000,29:15.2,113,6,add_to_cart,prod_7673,,
0 days 00:04:05.800000,04:05.8,113,6,add_to_cart,prod_6493,,
0 days 00:05:04.400000,05:04.4,113,6,page_view,,,
0 days 00:50:20,50:20.0,113,6,purchase,prod_1419,449.6761407016993,purchase
0 days 00:27:25.100000,27:25.1,113,6,product_view,prod_5969,,
0 days 00:34:00,34:00.0,113,6,logout,,,
0 days 00:06:50,06:50.0,113,6,add_to_cart,prod_2547,,
0 days 00:25:15.800000,25:15.8,113,7,purchase,prod_4357,276.6194374275703,purchase
0 days 00:54:40.200000,54:40.2,113,7,logout,,,
0 days 00:05:02.500000,05:02.5,113,7,product_view,prod_4465,,
0 days 00:06:13.500000,06:13.5,113,7,click,,,
0 days 00:54:06.100000,54:06.1,113,7,purchase,prod_9159,138.01613960713902,purchase
0 days 00:20:44,20:44.0,113,7,product_view,prod_9219,,
0 days 00:54:57.800000,54:57.8,113,8,purchase,prod_5380,455.98680940788006,purchase
0 days 00:17:21.300000,17:21.3,113,8,logout,,,
0 days 00:00:14.800000,00:14.8,113,8,click,,,
0 days 00:25:58.200000,25:58.2,113,8,click,,,
0 days 00:59:19.900000,59:19.9,113,8,purchase,prod_3738,271.99095314846033,purchase
0 days 00:03:08.200000,03:08.2,113,8,product_view,prod_9632,,
0 days 00:56:30.100000,56:30.1,113,8,page_view,,,
0 days 00:39:15.300000,39:15.3,113,8,login,,,
0 days 00:57:52.700000,57:52.7,113,8,click,,,
0 days 00:06:55.800000,06:55.8,113,8,product_view,prod_4092,,
0 days 00:46:50,46:50.0,113,9,purchase,prod_8238,144.37641819465478,purchase
0 days 00:35:40.900000,35:40.9,113,9,logout,,,
0 days 00:57:29.500000,57:29.5,113,9,add_to_cart,prod_4878,,
0 days 00:32:20.200000,32:20.2,113,9,purchase,prod_5752,52.30498694152036,purchase
0 days 00:18:33.600000,18:33.6,113,9,login,,,
0 days 00:07:01.100000,07:01.1,113,9,purchase,prod_3108,328.3813929396615,purchase
0 days 00:12:49.300000,12:49.3,113,9,add_to_cart,prod_4061,,
0 days 00:13:33.600000,13:33.6,113,10,product_view,prod_8068,,
0 days 00:19:50.400000,19:50.4,113,10,login,,,
0 days 00:32:11.300000,32:11.3,113,10,page_view,,,
0 days 00:01:48.900000,01:48.9,113,10,page_view,,,
0 days 00:18:50.400000,18:50.4,113,10,product_view,prod_2745,,
0 days 00:03:56.400000,03:56.4,113,10,click,,,
0 days 00:10:05.200000,10:05.2,114,1,add_to_cart,prod_3389,,
0 days 00:57:15.200000,57:15.2,114,1,product_view,prod_1249,,
0 days 00:37:57.900000,37:57.9,114,1,purchase,prod_7399,111.5505534476367,purchase
0 days 00:15:08.600000,15:08.6,114,1,click,,,
0 days 00:00:40.600000,00:40.6,114,1,logout,,,
0 days 00:08:44.400000,08:44.4,114,1,add_to_cart,prod_7053,,
0 days 00:48:52.800000,48:52.8,114,1,click,,,
0 days 00:45:00.100000,45:00.1,114,1,logout,,,
0 days 00:11:10.300000,11:10.3,114,1,page_view,,,
0 days 00:38:54.200000,38:54.2,114,1,page_view,,,
0 days 00:35:22.800000,35:22.8,114,2,product_view,prod_4870,,
0 days 00:13:10.800000,13:10.8,114,2,click,,,
0 days 00:26:57.700000,26:57.7,114,2,add_to_cart,prod_9041,,
0 days 00:12:45.400000,12:45.4,114,2,product_view,prod_2863,,
0 days 00:02:21.700000,02:21.7,114,2,login,,,
0 days 00:27:37.100000,27:37.1,114,2,login,,,
0 days 00:09:38.500000,09:38.5,114,2,logout,,,
0 days 00:44:53.100000,44:53.1,114,2,add_to_cart,prod_3927,,
0 days 00:29:54.800000,29:54.8,114,3,login,,,
0 days 00:38:02.200000,38:02.2,114,3,add_to_cart,prod_3407,,
0 days 00:17:51.800000,17:51.8,114,3,product_view,prod_2720,,
0 days 00:02:03.200000,02:03.2,114,3,logout,,,
0 days 00:16:10.500000,16:10.5,114,3,purchase,prod_2743,122.51049280850516,purchase
0 days 00:35:27.800000,35:27.8,114,3,page_view,,,
0 days 00:49:04.900000,49:04.9,114,4,purchase,prod_6222,202.3003390726161,purchase
0 days 00:45:59,45:59.0,114,4,click,,,
0 days 00:38:11.200000,38:11.2,114,4,page_view,,,
0 days 00:23:09.600000,23:09.6,114,4,logout,,,
0 days 00:57:57.700000,57:57.7,114,4,purchase,prod_1326,183.573671203366,purchase
0 days 00:18:58.200000,18:58.2,114,4,click,,,
0 days 00:31:27.700000,31:27.7,114,4,purchase,prod_5535,237.28146149188197,purchase
0 days 00:22:15.700000,22:15.7,114,4,add_to_cart,prod_3774,,
0 days 00:09:13.400000,09:13.4,114,4,product_view,prod_2376,,
0 days 00:32:58.600000,32:58.6,114,5,page_view,,,
0 days 00:24:22.500000,24:22.5,114,5,click,,,
0 days 00:12:59.500000,12:59.5,114,5,click,,,
0 days 00:00:17.300000,00:17.3,114,5,click,,,
0 days 00:50:38.700000,50:38.7,114,5,add_to_cart,prod_1445,,
0 days 00:56:33.500000,56:33.5,114,5,purchase,prod_5494,160.84113532810136,purchase
0 days 00:43:46.600000,43:46.6,114,5,purchase,prod_6524,215.89067510005057,purchase
0 days 00:35:06.800000,35:06.8,114,5,logout,,,
0 days 00:01:06.200000,01:06.2,114,5,add_to_cart,prod_6978,,
0 days 00:50:55.900000,50:55.9,114,6,product_view,prod_6223,,
0 days 00:45:38,45:38.0,114,6,product_view,prod_1595,,
0 days 00:27:37.700000,27:37.7,114,6,click,,,
0 days 00:25:24.500000,25:24.5,114,6,logout,,,
0 days 00:03:24,03:24.0,114,6,add_to_cart,prod_8304,,
0 days 00:39:51.700000,39:51.7,114,6,product_view,prod_6783,,
0 days 00:15:35,15:35.0,114,6,logout,,,
0 days 00:42:07.700000,42:07.7,114,7,click,,,
0 days 00:14:12.800000,14:12.8,114,7,add_to_cart,prod_4188,,
0 days 00:35:43,35:43.0,114,7,logout,,,
0 days 00:15:32.700000,15:32.7,114,7,purchase,prod_1238,438.5102138855535,purchase
0 days 00:23:24.600000,23:24.6,114,7,login,,,
0 days 00:08:08.700000,08:08.7,114,7,click,,,
0 days 00:16:41.600000,16:41.6,114,7,product_view,prod_9639,,
0 days 00:16:50.100000,16:50.1,114,7,product_view,prod_9846,,
0 days 00:57:17.100000,57:17.1,114,8,login,,,
0 days 00:41:09.300000,41:09.3,114,8,login,,,
0 days 00:03:21,03:21.0,114,8,add_to_cart,prod_6984,,
0 days 00:45:32.300000,45:32.3,114,8,purchase,prod_1911,232.13639128485144,purchase
0 days 00:56:25.700000,56:25.7,114,8,page_view,,,
0 days 00:19:51.900000,19:51.9,114,8,add_to_cart,prod_3025,,
0 days 00:09:54.900000,09:54.9,114,8,page_view,,,
0 days 00:08:17.200000,08:17.2,114,8,purchase,prod_2626,92.99821691851244,purchase
0 days 00:39:47.200000,39:47.2,114,9,add_to_cart,prod_4461,,
0 days 00:50:30.100000,50:30.1,114,9,add_to_cart,prod_7766,,
0 days 00:45:58,45:58.0,114,9,product_view,prod_7955,,
0 days 00:39:16.900000,39:16.9,114,9,add_to_cart,prod_2276,,
0 days 00:46:55.800000,46:55.8,114,9,logout,,,
0 days 00:23:19,23:19.0,114,9,click,,,
0 days 00:17:03.200000,17:03.2,114,9,logout,,,
0 days 00:32:19,32:19.0,114,9,login,,,
0 days 00:53:35.400000,53:35.4,114,9,purchase,prod_8627,315.1050858492333,purchase
0 days 00:44:55.200000,44:55.2,114,10,logout,,,
0 days 00:30:47,30:47.0,114,10,purchase,prod_3585,195.1349273063241,purchase
0 days 00:43:56.200000,43:56.2,114,10,login,,,
0 days 00:43:48.600000,43:48.6,114,10,page_view,,,
0 days 00:06:04.500000,06:04.5,114,10,login,,,
0 days 00:54:18.400000,54:18.4,114,10,login,,,
0 days 00:50:31.600000,50:31.6,115,1,page_view,,,
0 days 00:37:38.500000,37:38.5,115,1,purchase,prod_3642,451.26502277831526,purchase
0 days 00:48:49.500000,48:49.5,115,1,purchase,prod_4122,226.29988399569024,purchase
0 days 00:10:40.900000,10:40.9,115,1,purchase,prod_4595,464.2562303990137,purchase
0 days 00:29:12.900000,29:12.9,115,1,add_to_cart,prod_2078,,
0 days 00:51:46.400000,51:46.4,115,1,product_view,prod_1152,,
0 days 00:39:17.400000,39:17.4,115,1,logout,,,
0 days 00:10:34.900000,10:34.9,115,2,purchase,prod_2965,99.32067382949133,purchase
0 days 00:26:08,26:08.0,115,2,page_view,,,
0 days 00:18:46.100000,18:46.1,115,2,product_view,prod_5672,,
0 days 00:14:45.200000,14:45.2,115,2,product_view,prod_3993,,
0 days 00:29:50.800000,29:50.8,115,2,logout,,,
0 days 00:41:35.200000,41:35.2,115,2,logout,,,
0 days 00:15:58,15:58.0,115,3,product_view,prod_5362,,
0 days 00:04:21.500000,04:21.5,115,3,page_view,,,
0 days 00:41:55.400000,41:55.4,115,3,product_view,prod_9051,,
0 days 00:48:12.600000,48:12.6,115,3,product_view,prod_6331,,
0 days 00:33:14.700000,33:14.7,115,3,login,,,
0 days 00:11:30,11:30.0,115,3,login,,,
0 days 00:17:42.700000,17:42.7,115,4,page_view,,,
0 days 00:40:43.100000,40:43.1,115,4,login,,,
0 days 00:55:36.600000,55:36.6,115,4,purchase,prod_6148,275.0496234607907,purchase
0 days 00:20:18.800000,20:18.8,115,4,logout,,,
0 days 00:32:07.400000,32:07.4,115,4,logout,,,
0 days 00:49:52.300000,49:52.3,115,4,add_to_cart,prod_3155,,
0 days 00:46:10.800000,46:10.8,115,4,click,,,
0 days 00:45:36.500000,45:36.5,115,4,logout,,,
0 days 00:34:55.500000,34:55.5,115,5,product_view,prod_7278,,
0 days 00:36:38.900000,36:38.9,115,5,product_view,prod_1705,,
0 days 00:20:06.700000,20:06.7,115,5,login,,,
0 days 00:33:14.200000,33:14.2,115,5,click,,,
0 days 00:21:49.300000,21:49.3,115,5,page_view,,,
0 days 00:12:54.700000,12:54.7,115,5,login,,,
0 days 00:22:48.100000,22:48.1,115,5,click,,,
0 days 00:45:18.900000,45:18.9,115,6,add_to_cart,prod_8135,,
0 days 00:55:33.900000,55:33.9,115,6,add_to_cart,prod_7656,,
0 days 00:39:09.200000,39:09.2,115,6,login,,,
0 days 00:55:28.500000,55:28.5,115,6,logout,,,
0 days 00:43:00.100000,43:00.1,115,6,page_view,,,
0 days 00:07:18.500000,07:18.5,115,6,logout,,,
0 days 00:08:22.100000,08:22.1,115,6,purchase,prod_8408,442.4751029595936,purchase
0 days 00:05:36.200000,05:36.2,115,7,add_to_cart,prod_3983,,
0 days 00:51:12,51:12.0,115,7,add_to_cart,prod_1085,,
0 days 00:08:38.800000,08:38.8,115,7,logout,,,
0 days 00:24:00.100000,24:00.1,115,7,page_view,,,
0 days 00:48:48.100000,48:48.1,115,7,logout,,,
0 days 00:31:30.200000,31:30.2,115,7,purchase,prod_2427,146.20676071159787,purchase
0 days 00:00:03.700000,00:03.7,115,8,page_view,,,
0 days 00:54:54.600000,54:54.6,115,8,add_to_cart,prod_6595,,
0 days 00:23:09,23:09.0,115,8,login,,,
0 days 00:45:53.900000,45:53.9,115,8,logout,,,
0 days 00:08:01.700000,08:01.7,115,8,click,,,
0 days 00:37:47.200000,37:47.2,115,8,logout,,,
0 days 00:45:44.800000,45:44.8,115,8,login,,,
0 days 00:30:00.700000,30:00.7,115,8,logout,,,
0 days 00:01:30.900000,01:30.9,115,8,add_to_cart,prod_8291,,
0 days 00:58:57.900000,58:57.9,115,8,product_view,prod_1952,,
0 days 00:22:36.500000,22:36.5,115,9,login,,,
0 days 00:43:44.100000,43:44.1,115,9,page_view,,,
0 days 00:47:18.400000,47:18.4,115,9,product_view,prod_3204,,
0 days 00:54:30.200000,54:30.2,115,9,login,,,
0 days 00:19:33.800000,19:33.8,115,9,purchase,prod_1944,349.3077841898207,purchase
0 days 00:13:19.900000,13:19.9,115,9,logout,,,
0 days 00:16:46.600000,16:46.6,115,9,login,,,
0 days 00:36:47.900000,36:47.9,115,9,click,,,
0 days 00:34:10.400000,34:10.4,115,10,login,,,
0 days 00:06:04.300000,06:04.3,115,10,product_view,prod_8026,,
0 days 00:40:38.800000,40:38.8,115,10,page_view,,,
0 days 00:06:31.400000,06:31.4,115,10,product_view,prod_5162,,
0 days 00:39:04.500000,39:04.5,115,10,login,,,
0 days 00:15:28.300000,15:28.3,115,10,login,,,
0 days 00:02:45.500000,02:45.5,115,10,purchase,prod_5353,89.33810839,purchase
0 days 00:47:14.700000,47:14.7,116,1,page_view,,,
0 days 00:43:23.400000,43:23.4,116,1,page_view,,,
0 days 00:38:12.700000,38:12.7,116,1,product_view,prod_2478,,
0 days 00:48:48.800000,48:48.8,116,1,purchase,prod_8521,455.3326275842573,purchase
0 days 00:14:45.800000,14:45.8,116,1,click,,,
0 days 00:51:49.800000,51:49.8,116,1,add_to_cart,prod_4241,,
0 days 00:02:27.200000,02:27.2,116,1,purchase,prod_1777,196.06298828243004,purchase
0 days 00:45:13.100000,45:13.1,116,1,logout,,,
0 days 00:08:30.700000,08:30.7,116,1,page_view,,,
0 days 00:54:53.700000,54:53.7,116,2,add_to_cart,prod_5153,,
0 days 00:34:18.200000,34:18.2,116,2,page_view,,,
0 days 00:35:08.900000,35:08.9,116,2,add_to_cart,prod_1559,,
0 days 00:44:48.600000,44:48.6,116,2,logout,,,
0 days 00:17:19.200000,17:19.2,116,2,logout,,,
0 days 00:47:49.300000,47:49.3,116,2,page_view,,,
0 days 00:40:56.400000,40:56.4,116,2,product_view,prod_9738,,
0 days 00:56:44.300000,56:44.3,116,3,click,,,
0 days 00:33:11.800000,33:11.8,116,3,click,,,
0 days 00:52:34.800000,52:34.8,116,3,click,,,
0 days 00:19:29,19:29.0,116,3,product_view,prod_3732,,
0 days 00:58:38.400000,58:38.4,116,3,logout,,,
0 days 00:45:59.200000,45:59.2,116,3,click,,,
0 days 00:35:47,35:47.0,116,3,product_view,prod_3340,,
0 days 00:47:05.300000,47:05.3,116,3,page_view,,,
0 days 00:51:40,51:40.0,116,3,add_to_cart,prod_4265,,
0 days 00:54:01.500000,54:01.5,116,3,purchase,prod_5236,277.13554859474857,purchase
0 days 00:59:11.100000,59:11.1,116,4,purchase,prod_2921,297.27419605846865,purchase
0 days 00:51:54.900000,51:54.9,116,4,add_to_cart,prod_3761,,
0 days 00:00:38.500000,00:38.5,116,4,purchase,prod_9053,328.4399967613825,purchase
0 days 00:23:03.700000,23:03.7,116,4,product_view,prod_9837,,
0 days 00:57:36.800000,57:36.8,116,4,login,,,
0 days 00:21:41.600000,21:41.6,116,4,product_view,prod_5156,,
0 days 00:40:25.200000,40:25.2,116,4,login,,,
0 days 00:01:07,01:07.0,116,5,product_view,prod_4424,,
0 days 00:55:34.600000,55:34.6,116,5,add_to_cart,prod_9809,,
0 days 00:01:47.500000,01:47.5,116,5,add_to_cart,prod_9622,,
0 days 00:57:59.600000,57:59.6,116,5,product_view,prod_8836,,
0 days 00:40:10.800000,40:10.8,116,5,add_to_cart,prod_2640,,
0 days 00:09:16.700000,09:16.7,116,5,add_to_cart,prod_8847,,
0 days 00:03:18.700000,03:18.7,116,6,add_to_cart,prod_7184,,
0 days 00:23:18.400000,23:18.4,116,6,add_to_cart,prod_3180,,
0 days 00:13:43.500000,13:43.5,116,6,product_view,prod_3456,,
0 days 00:49:17.500000,49:17.5,116,6,click,,,
0 days 00:16:20.600000,16:20.6,116,6,click,,,
0 days 00:01:12.800000,01:12.8,116,7,add_to_cart,prod_8246,,
0 days 00:42:06.200000,42:06.2,116,7,purchase,prod_9219,297.9364580572425,purchase
0 days 00:26:33.600000,26:33.6,116,7,product_view,prod_9413,,
0 days 00:32:39.100000,32:39.1,116,7,click,,,
0 days 00:25:28.500000,25:28.5,116,7,login,,,
0 days 00:26:35.400000,26:35.4,116,7,click,,,
0 days 00:55:46.100000,55:46.1,116,7,logout,,,
0 days 00:43:14.500000,43:14.5,116,7,login,,,
0 days 00:23:32.100000,23:32.1,116,8,purchase,prod_3663,334.93408511938475,purchase
0 days 00:40:06.700000,40:06.7,116,8,add_to_cart,prod_4819,,
0 days 00:30:09.800000,30:09.8,116,8,page_view,,,
0 days 00:25:41.600000,25:41.6,116,8,add_to_cart,prod_4042,,
0 days 00:29:16.500000,29:16.5,116,8,login,,,
0 days 00:19:09.400000,19:09.4,116,8,logout,,,
0 days 00:47:21,47:21.0,116,8,click,,,
0 days 00:00:33.500000,00:33.5,116,8,purchase,prod_2023,97.18632650468678,purchase
0 days 00:40:29.700000,40:29.7,116,8,product_view,prod_2502,,
0 days 00:43:54.200000,43:54.2,116,8,login,,,
0 days 00:19:56,19:56.0,116,9,purchase,prod_7307,141.74655570413643,purchase
0 days 00:37:56,37:56.0,116,9,add_to_cart,prod_7541,,
0 days 00:18:03.600000,18:03.6,116,9,add_to_cart,prod_6517,,
0 days 00:14:49.900000,14:49.9,116,9,add_to_cart,prod_9732,,
0 days 00:24:25.200000,24:25.2,116,9,click,,,
0 days 00:51:06.100000,51:06.1,116,9,product_view,prod_6598,,
0 days 00:32:31.900000,32:31.9,116,9,login,,,
0 days 00:13:20.500000,13:20.5,116,9,logout,,,
0 days 00:02:26.300000,02:26.3,116,9,logout,,,
0 days 00:05:08.300000,05:08.3,116,9,purchase,prod_3394,230.53898223199187,purchase
0 days 00:54:53.100000,54:53.1,116,10,click,,,
0 days 00:26:05.400000,26:05.4,116,10,logout,,,
0 days 00:07:36,07:36.0,116,10,click,,,
0 days 00:44:49.800000,44:49.8,116,10,add_to_cart,prod_2615,,
0 days 00:01:42.500000,01:42.5,116,10,click,,,
0 days 00:54:21,54:21.0,116,10,add_to_cart,prod_9499,,
0 days 00:17:26.800000,17:26.8,116,10,login,,,
0 days 00:36:09.600000,36:09.6,116,10,add_to_cart,prod_3551,,
0 days 00:43:56.900000,43:56.9,117,1,click,,,
0 days 00:36:23.500000,36:23.5,117,1,click,,,
0 days 00:51:11.400000,51:11.4,117,1,page_view,,,
0 days 00:19:15.100000,19:15.1,117,1,logout,,,
0 days 00:35:54.500000,35:54.5,117,1,add_to_cart,prod_1797,,
0 days 00:15:56.200000,15:56.2,117,2,logout,,,
0 days 00:45:25.700000,45:25.7,117,2,click,,,
0 days 00:28:13.700000,28:13.7,117,2,login,,,
0 days 00:23:01.400000,23:01.4,117,2,login,,,
0 days 00:52:42.200000,52:42.2,117,2,login,,,
0 days 00:16:09.600000,16:09.6,117,2,purchase,prod_5200,122.64339476705536,purchase
0 days 00:13:20.500000,13:20.5,117,2,login,,,
0 days 00:48:49.900000,48:49.9,117,2,purchase,prod_1653,428.83562001790017,purchase
0 days 00:30:29.900000,30:29.9,117,2,click,,,
0 days 00:56:12.700000,56:12.7,117,3,click,,,
0 days 00:31:02.300000,31:02.3,117,3,login,,,
0 days 00:53:07.900000,53:07.9,117,3,product_view,prod_7042,,
0 days 00:35:01,35:01.0,117,3,product_view,prod_8362,,
0 days 00:12:40.700000,12:40.7,117,3,click,,,
0 days 00:49:59.500000,49:59.5,117,3,login,,,
0 days 00:56:18.800000,56:18.8,117,4,logout,,,
0 days 00:01:15.200000,01:15.2,117,4,login,,,
0 days 00:11:30.700000,11:30.7,117,4,page_view,,,
0 days 00:51:28.100000,51:28.1,117,4,click,,,
0 days 00:45:02.900000,45:02.9,117,4,product_view,prod_7253,,
0 days 00:00:13.600000,00:13.6,117,4,click,,,
0 days 00:46:15.200000,46:15.2,117,4,logout,,,
0 days 00:36:12.600000,36:12.6,117,4,click,,,
0 days 00:59:02.100000,59:02.1,117,4,add_to_cart,prod_6694,,
0 days 00:54:31.200000,54:31.2,117,4,logout,,,
0 days 00:46:36.800000,46:36.8,117,5,purchase,prod_1025,400.9898259598727,purchase
0 days 00:35:19.200000,35:19.2,117,5,login,,,
0 days 00:44:07.500000,44:07.5,117,5,product_view,prod_2084,,
0 days 00:13:09.600000,13:09.6,117,5,page_view,,,
0 days 00:23:43.700000,23:43.7,117,5,add_to_cart,prod_1810,,
0 days 00:30:04.400000,30:04.4,117,5,purchase,prod_8388,433.22370049856295,purchase
0 days 00:54:56.300000,54:56.3,117,5,logout,,,
0 days 00:00:28.600000,00:28.6,117,5,login,,,
0 days 00:38:11,38:11.0,117,5,product_view,prod_6100,,
0 days 00:02:55.600000,02:55.6,117,5,add_to_cart,prod_7993,,
0 days 00:14:13,14:13.0,117,6,add_to_cart,prod_2388,,
0 days 00:39:24.700000,39:24.7,117,6,product_view,prod_2076,,
0 days 00:59:05.800000,59:05.8,117,6,click,,,
0 days 00:58:39,58:39.0,117,6,click,,,
0 days 00:41:51.700000,41:51.7,117,6,page_view,,,
0 days 00:52:27.500000,52:27.5,117,6,logout,,,
0 days 00:43:16,43:16.0,117,6,add_to_cart,prod_7430,,
0 days 00:18:14.300000,18:14.3,117,6,click,,,
0 days 00:40:19.900000,40:19.9,117,6,page_view,,,
0 days 00:39:17,39:17.0,117,7,click,,,
0 days 00:24:17,24:17.0,117,7,add_to_cart,prod_9801,,
0 days 00:21:26,21:26.0,117,7,logout,,,
